requirement_id,module,feature,detailed_behavior,evidence_type,chapter_id,event_ids,timestamps,evidence_paths,classification,confidence,test_path,open_question_ids
CH13-F08,Compras y compras al por mayor,Detalle de compra y adjuntos,"Modal con fecha, orden, factura, estado, categoría, proveedor, observaciones, adjuntos con Ver archivo, tabla de ítems y totales.",VISIBLE,CH13,CH13-E0083 | CH13-E0084,00:39:33.000 | 00:39:33.400,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0083_00h39m33s000ms_abrupt_change.jpg | references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0084_00h39m33s400ms_abrupt_change.jpg,VISIBLE,HIGH,tests/ch13-purchase-drafts.test.mjs; tests/e2e/ch13.spec.mjs,CH13-Q007
CH13-F09,Compras y compras al por mayor,Acciones sobre compra,"Menú con Ver, Editar detalles, Copiar, Imprimir PDF, Imprimir con montos, Imprimir a Excel y Anular.",VISIBLE,CH13,CH13-E0091,00:39:40.800,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0091_00h39m40s800ms_settled.jpg | references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0091_00h39m40s800ms_DETAIL.jpg,VISIBLE,HIGH,tests/e2e/ch13.spec.mjs,CH13-Q010 | CH13-Q011 | CH13-Q012 | CH13-Q013
CH13-F10,Compras y compras al por mayor,Relación de compras con inventario,La narración dice que compras sirve para alimentar el inventario; no se observa recepción ni movimiento de inventario en pantalla.,VERBAL,CH13,CH13-E0092,00:39:43.000,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0092_00h39m43s000ms_settled.jpg | references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0092_00h39m43s000ms_DETAIL.jpg,VERBAL,MEDIUM,tests/ch13-purchase-drafts.test.mjs,CH13-Q002 | CH13-Q003
CH13-F11,Compras y compras al por mayor,"Reglas fiscales, de anulación y autorización","No se demuestran cálculo fiscal, reglas de redondeo, permisos para editar/anular, efecto de anulación ni control de archivos adjuntos.",UNCERTAIN,CH13,CH13-E0092,00:39:43.000,references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/event_frames/CH13-E0092_00h39m43s000ms_settled.jpg | references/video-audit/chapters/CH13_compras_y_compras_al_por_mayor/detail_crops/CH13-E0092_00h39m43s000ms_DETAIL.jpg,UNCERTAIN,HIGH,tests/ch13-purchase-drafts.test.mjs; tests/e2e/ch13.spec.mjs,CH13-Q002 | CH13-Q003
CH14-F01,"Inventario, movimientos, acuses, cierres, bodegas y kits","Existencias disponibles, comprometidas y totales","Gestión de inventario lista items por bodega y separa disponible, comprometido y total; ofrece búsqueda, paginación, Excel y Traslados.",VISIBLE,CH14,CH14-E0006,00:40:05.400,references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/detail_crops/CH14-E0006_00h40m05s400ms_DETAIL.jpg,VISIBLE,HIGH,tests/ch14-inventory-boundaries.test.mjs; tests/e2e/ch14.spec.mjs,CH14-Q001 | CH14-Q015
CH14-F02,"Inventario, movimientos, acuses, cierres, bodegas y kits",Historial de movimientos por item,"Ver movimientos abre un historial con rango de fechas, lote/serie, origen, destino, cantidad, Entrada/Salida y estado Disponible/Gastado.",VISIBLE,CH14,CH14-E0016 | CH14-E0018,00:40:37.800 | 00:40:39.000,references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0016_00h40m37s800ms_stable_change.jpg | references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0018_00h40m39s000ms_abrupt_change.jpg,VISIBLE,HIGH,tests/e2e/ch14.spec.mjs,CH14-Q001
CH14-F03,"Inventario, movimientos, acuses, cierres, bodegas y kits",Inventario comprometido como estado temporal,La conversación explica que lo enviado al domicilio queda comprometido en la cuenta del paciente hasta cerrar o contabilizar el servicio; no demuestra la fórmula de reserva.,VERBAL,CH14,CH14-E0018,00:40:39.000,references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0018_00h40m39s000ms_abrupt_change.jpg,VERBAL,MEDIUM,tests/ch14-inventory-boundaries.test.mjs,CH14-Q001
CH14-F04,"Inventario, movimientos, acuses, cierres, bodegas y kits",Panel de acuses por pacientes y recursos,"Acuses separa Pacientes, Recursos, No disponible, Solicitudes y Tareas, con selector de área y tabla de identificación, empresa y estado.",VISIBLE,CH14,CH14-E0029,00:40:51.600,references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0029_00h40m51s600ms_abrupt_change.jpg,VISIBLE,HIGH,tests/e2e/ch14.spec.mjs,
CH14-F05,"Inventario, movimientos, acuses, cierres, bodegas y kits",Gestión y exportación de acuses,"La fila permite Nuevo, Ver acuses, Descargar Excel y Registro XPO; un acuse permite Duplicar, Editar, Asignar hospitalización, Imprimir, consultar items faltantes y Eliminar.",VISIBLE,CH14,CH14-E0032 | CH14-E0035,00:40:53.200 | 00:41:00.800,references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0032_00h40m53s200ms_abrupt_change.jpg | references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/detail_crops/CH14-E0035_00h41m00s800ms_DETAIL.jpg,VISIBLE,HIGH,tests/e2e/ch14.spec.mjs,CH14-Q002 | CH14-Q003
CH14-F06,"Inventario, movimientos, acuses, cierres, bodegas y kits","Cierres pendientes, totales y cerrados","Cierres separa Pendientes, Cierres totales, Cerrados y Recursos; Pendientes lista pacientes activos con estado y fecha de inicio.",VISIBLE,CH14,CH14-E0041,00:41:38.600,references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0041_00h41m38s600ms_stable_change.jpg,VISIBLE,HIGH,tests/ch14-inventory-boundaries.test.mjs; tests/e2e/ch14.spec.mjs,
CH14-F07,"Inventario, movimientos, acuses, cierres, bodegas y kits",Advertencia de cierre ya abierto,"Al iniciar un cierre cuando existe uno abierto, la interfaz advierte que continuar podría borrar datos guardados y obliga a Cancelar o Aceptar.",VISIBLE,CH14,CH14-E0046,00:41:47.400,references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/detail_crops/CH14-E0046_00h41m47s400ms_DETAIL.jpg,VISIBLE,HIGH,tests/e2e/ch14.spec.mjs,CH14-Q006
CH14-F08,"Inventario, movimientos, acuses, cierres, bodegas y kits",Aprobación de cierre total,"Un cierre total ofrece Editar, Imprimir, Aprobar y Cancelar. Verbalmente se explica una etapa editable antes de la aprobación/cierre definitivo.",VISIBLE,CH14,CH14-E0050,00:42:16.400,references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/detail_crops/CH14-E0050_00h42m16s400ms_DETAIL.jpg,VISIBLE,HIGH,tests/ch14-inventory-boundaries.test.mjs; tests/e2e/ch14.spec.mjs,CH14-Q007
CH14-F09,"Inventario, movimientos, acuses, cierres, bodegas y kits",Catálogo de proveedores,"Proveedores muestra código, empresa, contacto, teléfono, correo y dirección, con búsqueda, paginación y alta.",VISIBLE,CH14,CH14-E0061,00:43:24.400,references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0061_00h43m24s400ms_abrupt_change.jpg,VISIBLE,HIGH,tests/e2e/ch14.spec.mjs,CH14-Q008
CH14-F10,"Inventario, movimientos, acuses, cierres, bodegas y kits",Catálogo de bodegas y traslados,"Bodegas filtra por Activo y lista nombre, descripción y fecha; la conversación menciona traslados entre ubicaciones.",VISIBLE,CH14,CH14-E0068,00:43:28.600,references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0068_00h43m28s600ms_settled.jpg,VISIBLE,HIGH,tests/ch14-inventory-boundaries.test.mjs; tests/e2e/ch14.spec.mjs,CH14-Q009
CH14-F11,"Inventario, movimientos, acuses, cierres, bodegas y kits","Lotes, números de serie y vencimiento","El módulo separa Lotes y Nros de serie; la tabla enlaza lote con item, fechas y estado, y resalta varias Fecha inválida en rojo.",VISIBLE,CH14,CH14-E0075,00:43:37.200,references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0075_00h43m37s200ms_stable_change.jpg,VISIBLE,HIGH,tests/ch14-inventory-boundaries.test.mjs; tests/e2e/ch14.spec.mjs,
CH14-F12,"Inventario, movimientos, acuses, cierres, bodegas y kits",Catálogo de kits de insumos,"Kit de insumos ofrece Excel, Nuevo, búsqueda, paginación y acciones Editar, Duplicar y Eliminar.",VISIBLE,CH14,CH14-E0084 | CH14-E0089,00:44:13.600 | 00:44:23.000,references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0084_00h44m13s600ms_stable_change.jpg | references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/detail_crops/CH14-E0089_00h44m23s000ms_DETAIL.jpg,VISIBLE,HIGH,tests/ch14-inventory-boundaries.test.mjs; tests/e2e/ch14.spec.mjs,
CH14-F13,"Inventario, movimientos, acuses, cierres, bodegas y kits",Composición cuantificada del kit,"El editor permite nombrar el kit, seleccionar item y cantidad, añadir componentes, modificar cantidades y quitarlos; el relato indica descarga automática al usar un kit.",VISIBLE,CH14,CH14-E0091 | CH14-E0117,00:44:23.800 | 00:44:44.800,references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/detail_crops/CH14-E0091_00h44m23s800ms_DETAIL.jpg | references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0117_00h44m44s800ms_abrupt_change.jpg,VISIBLE,HIGH,tests/ch14-inventory-boundaries.test.mjs; tests/e2e/ch14.spec.mjs,CH14-Q013
CH14-F14,"Inventario, movimientos, acuses, cierres, bodegas y kits",Creación de acuse para hospitalización,"Acuse nuevo captura paciente, fecha, hospitalización, bodega, item, cantidad disponible y cantidad a asignar, con Vaciar, Plantilla y Añadir.",VISIBLE,CH14,CH14-E0151,00:45:27.000,references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0151_00h45m27s000ms_abrupt_change.jpg,VISIBLE,HIGH,tests/e2e/ch14.spec.mjs,CH14-Q004
CH14-F15,"Inventario, movimientos, acuses, cierres, bodegas y kits",Detección de items faltantes,"La hoja de seguridad posterior al último evento muestra Items faltantes disponibles con bodega, acuse, tipo, código, nombre, Disponible, Requerido y Acuse creado.",VISIBLE,CH14,CH14-E0152,00:45:27.400,references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/contact_sheets_safety/safety_022.jpg,VISIBLE,MEDIUM,tests/e2e/ch14.spec.mjs,CH14-Q005 | CH14-Q014 | CH14-Q015
CH14-F16,"Inventario, movimientos, acuses, cierres, bodegas y kits",Vínculo de faltantes con cotización,"La conversación menciona una opción relacionada con faltar una cotización, pero la frase y el comportamiento no quedan demostrados visualmente.",UNCERTAIN,CH14,CH14-E0152,00:45:27.400,references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0152_00h45m27s400ms_abrupt_change.jpg,UNCERTAIN,LOW,NONE,CH14-Q005 | CH14-Q014 | CH14-Q015
CH15-F01,Acuse de inventario y catálogos de ítems,Reconciliación de items faltantes,"Items faltantes disponibles compara Disponible y Requerido por acuse y bodega, identifica si existe Acuse creado y permite Agregar al acuse.",VISIBLE,CH15,CH15-E0003 | CH15-E0009,00:45:29.400 | 00:45:32.200,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0003_00h45m29s400ms_abrupt_change.jpg | references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0009_00h45m32s200ms_stable_change.jpg,VISIBLE,HIGH,#/inventario/comprometidos; #/catalogos; npm test,
CH15-F02,Acuse de inventario y catálogos de ítems,Solicitudes desde la casa del paciente,"El modal permite elegir la bodega de descarga y prevé Tipo, Código, Nombre, Disponibilidad, Cantidad y Faltante para acusar solicitudes domiciliarias.",VISIBLE,CH15,CH15-E0013 | CH15-E0017,00:45:35.200 | 00:45:38.200,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0013_00h45m35s200ms_abrupt_change.jpg | references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0017_00h45m38s200ms_stable_change.jpg,VISIBLE,HIGH,#/inventario/comprometidos; #/catalogos; npm test,
CH15-F03,Acuse de inventario y catálogos de ítems,Alta manual de items en un acuse,"Acuse nuevo captura paciente, fecha, hospitalización, bodega, item, disponibilidad y cantidad a asignar, con Vaciar, Plantilla y Añadir.",VISIBLE,CH15,CH15-E0020,00:45:45.000,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0020_00h45m45s000ms_abrupt_change.jpg,VISIBLE,HIGH,#/inventario/comprometidos; #/catalogos; npm test,
CH15-F04,Acuse de inventario y catálogos de ítems,Carga de acuse desde plantilla o cotización,"Añadir plantilla acepta origen Plantilla o Cotización, bodega y referencia; una cotización carga tipo, código, descripción y cantidad de sus items.",VISIBLE,CH15,CH15-E0023 | CH15-E0032,00:45:48.400 | 00:45:57.400,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/detail_crops/CH15-E0023_00h45m48s400ms_DETAIL.jpg | references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/detail_crops/CH15-E0032_00h45m57s400ms_DETAIL.jpg,VISIBLE,HIGH,#/inventario/comprometidos; #/catalogos; npm test,
CH15-F05,Acuse de inventario y catálogos de ítems,Estados seleccionables de cotización,El selector muestra cotizaciones En ejecución y Finalizado; no se demuestra si ambos estados pueden aplicarse ni qué validaciones posteriores existen.,UNCERTAIN,CH15,CH15-E0029,00:45:54.400,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/detail_crops/CH15-E0029_00h45m54s400ms_DETAIL.jpg,UNCERTAIN,MEDIUM,#/inventario/comprometidos; #/catalogos; npm test,
CH15-F06,Acuse de inventario y catálogos de ítems,Catálogo y alta de medicamentos,"Medicamentos lista impuesto, descuento, lotes y estado; el alta incluye identidad farmacéutica, presentación, fabricante, vía y banderas comerciales y logísticas.",VISIBLE,CH15,CH15-E0046 | CH15-E0047,00:46:24.600 | 00:46:28.400,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0046_00h46m24s600ms_abrupt_change.jpg | references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0047_00h46m28s400ms_abrupt_change.jpg,VISIBLE,HIGH,#/inventario/comprometidos; #/catalogos; npm test,
CH15-F07,Acuse de inventario y catálogos de ítems,Advertencia por cambios no guardados,"Los formularios de medicamento, insumo y honorario presentan Salir con Cancelar y Aceptar cuando se intenta abandonar cambios.",VISIBLE,CH15,CH15-E0052 | CH15-E0071 | CH15-E0114,00:46:35.800 | 00:47:09.600 | 00:48:57.200,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0052_00h46m35s800ms_abrupt_change.jpg | references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0071_00h47m09s600ms_abrupt_change.jpg | references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0114_00h48m57s200ms_stable_change.jpg,VISIBLE,HIGH,#/inventario/comprometidos; #/catalogos; npm test,
CH15-F08,Acuse de inventario y catálogos de ítems,Catálogo y alta de insumos,"Insumos lista tipo, impuesto, descuento, lotes y estado; el alta captura tipo, fabricante y descripción con banderas Facturable, Descuento, Impuesto, Lotes y Giftcard.",VISIBLE,CH15,CH15-E0067 | CH15-E0068,00:46:48.400 | 00:46:51.600,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0067_00h46m48s400ms_stable_change.jpg | references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0068_00h46m51s600ms_abrupt_change.jpg,VISIBLE,HIGH,#/inventario/comprometidos; #/catalogos; npm test,
CH15-F09,Acuse de inventario y catálogos de ítems,Catálogo de estudios diagnósticos,"Estudios Dx presenta código, nombre, descripción, impuesto, descuento y estado, con búsqueda, paginación, Excel y alta.",VISIBLE,CH15,CH15-E0084,00:47:20.600,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/detail_crops/CH15-E0084_00h47m20s600ms_DETAIL.jpg,VISIBLE,HIGH,#/inventario/comprometidos; #/catalogos; npm test,
CH15-F10,Acuse de inventario y catálogos de ítems,Catálogo y alta de honorarios,"Honorarios lista código, nombre, impuesto, descuento y estado; el alta asocia un Recurso y permite Descuento, Impuesto y Giftcard.",VISIBLE,CH15,CH15-E0094 | CH15-E0097,00:47:31.600 | 00:47:42.000,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0094_00h47m31s600ms_abrupt_change.jpg | references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0097_00h47m42s000ms_stable_change.jpg,VISIBLE,HIGH,#/inventario/comprometidos; #/catalogos; npm test,
CH15-F11,Acuse de inventario y catálogos de ítems,Confirmación de guardado de honorario,Guardar pasa por Procesando y muestra Honorario médico guardado exitosamente.,VISIBLE,CH15,CH15-E0100 | CH15-E0101,00:48:10.400 | 00:48:11.000,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0100_00h48m10s400ms_abrupt_change.jpg | references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0101_00h48m11s000ms_abrupt_change.jpg,VISIBLE,HIGH,#/inventario/comprometidos; #/catalogos; npm test,
CH15-F12,Acuse de inventario y catálogos de ítems,Acciones y edición de honorarios,"Un honorario puede Editar, consultar costos de compra, precios de venta y cuentas, o Inactivar; la edición conserva recurso y banderas.",VISIBLE,CH15,CH15-E0110 | CH15-E0113,00:48:27.800 | 00:48:56.600,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0110_00h48m27s800ms_abrupt_change.jpg | references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0113_00h48m56s600ms_abrupt_change.jpg,VISIBLE,HIGH,#/inventario/comprometidos; #/catalogos; npm test,
CH15-F13,Acuse de inventario y catálogos de ítems,Catálogo de servicios,"Servicios lista código, nombre, tipo de producto, categoría, impuesto, descuento y estado; se observan categorías de atención, transporte, alquiler y terapias.",VISIBLE,CH15,CH15-E0122 | CH15-E0128,00:49:05.800 | 00:49:09.000,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0122_00h49m05s800ms_abrupt_change.jpg | references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/detail_crops/CH15-E0128_00h49m09s000ms_DETAIL.jpg,VISIBLE,HIGH,#/inventario/comprometidos; #/catalogos; npm test,
CH15-F14,Acuse de inventario y catálogos de ítems,Matriz de perfiles de descuento,"Descuentos distribuye valores por Servicios, Laboratorios, Medicamentos, Equipos, Insumos y Honorarios; el capítulo sólo demuestra el listado inicial.",VISIBLE,CH15,CH15-E0144 | CH15-E0148,00:49:33.200 | 00:49:41.400,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0144_00h49m33s200ms_abrupt_change.jpg | references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/detail_crops/CH15-E0148_00h49m41s400ms_DETAIL.jpg,VISIBLE,HIGH,#/inventario/comprometidos; #/catalogos; npm test,
CH15-F15,Acuse de inventario y catálogos de ítems,Regla de lotes para consumos internos,"La conversación plantea que algunos insumos podrían requerir lote al usarse internamente, pero no muestra la decisión ni el flujo de selección.",VERBAL,CH15,CH15-E0068,00:46:51.600,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0068_00h46m51s600ms_abrupt_change.jpg,VERBAL,LOW,#/inventario/comprometidos; #/catalogos; npm test,
CH15-F16,Acuse de inventario y catálogos de ítems,Honorario vinculado a profesional,"La narración indica que el honorario se crea y se asigna al médico; el formulario demuestra el selector Recurso, no el cálculo o liquidación posterior.",VERBAL,CH15,CH15-E0097,00:47:42.000,references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0097_00h47m42s000ms_stable_change.jpg,VERBAL,MEDIUM,#/inventario/comprometidos; #/catalogos; npm test,
CH16-F01,Descuentos y reglas por categoría,Matriz de descuentos por familia,"Cada perfil contiene Nombre, Descripción y porcentajes independientes para Servicios, Laboratorios, Medicamentos, Equipos, Insumos y Honorarios.",VISIBLE,CH16,CH16-E0001 | CH16-E0018,00:49:45.000 | 00:50:18.200,references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/detail_crops/CH16-E0001_00h49m45s000ms_DETAIL.jpg | references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0018_00h50m18s200ms_abrupt_change.jpg,VISIBLE,HIGH,#/catalogos/descuentos; npm test,
CH16-F02,Descuentos y reglas por categoría,Catálogo paginado y exportable,"Descuentos ofrece selección de registros, búsqueda, tres páginas, navegación Anterior/Siguiente, acciones por fila y Excel.",VISIBLE,CH16,CH16-E0013 | CH16-E0030,00:50:13.800 | 00:50:38.000,references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0013_00h50m13s800ms_settled.jpg | references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0030_00h50m38s000ms_abrupt_change.jpg,VISIBLE,HIGH,#/catalogos/descuentos; npm test,
CH16-F03,Descuentos y reglas por categoría,Perfiles con categorías excluidas,"Los ejemplos visibles usan cero en categorías no cubiertas y porcentajes distintos en las incluidas; esos valores son datos de configuración, no reglas universales.",VISIBLE,CH16,CH16-E0003 | CH16-E0024,00:49:58.000 | 00:50:25.800,references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/detail_crops/CH16-E0003_00h49m58s000ms_DETAIL.jpg | references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0024_00h50m25s800ms_abrupt_change.jpg,VISIBLE,HIGH,#/catalogos/descuentos; npm test,
CH16-F04,Descuentos y reglas por categoría,Alta de perfil de descuento,"Nuevo Descuento captura nombre obligatorio, descripción y porcentajes de las seis familias, con Atrás y Guardar.",VISIBLE,CH16,CH16-E0035,00:50:42.400,references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0035_00h50m42s400ms_stable_change.jpg,VISIBLE,HIGH,#/catalogos/descuentos; npm test,
CH16-F05,Descuentos y reglas por categoría,Marca de jubilado,"El formulario incluye la casilla Es Jubilado, pero no demuestra asignación automática, elegibilidad ni efecto sobre los porcentajes.",VISIBLE,CH16,CH16-E0034 | CH16-E0035,00:50:41.800 | 00:50:42.400,references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0034_00h50m41s800ms_abrupt_change.jpg | references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0035_00h50m42s400ms_stable_change.jpg,VISIBLE,HIGH,#/catalogos/descuentos; npm test,
CH16-F06,Descuentos y reglas por categoría,Perfiles negociados por categoría,"La conversación explica perfiles con un porcentaje para servicios y exclusión de medicamentos, y menciona porcentajes pactados distintos por cliente; no define precedencia ni elegibilidad.",VERBAL,CH16,CH16-E0003,00:49:58.000,references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0003_00h49m58s000ms_settled.jpg,VERBAL,MEDIUM,#/catalogos/descuentos; npm test,
CH16-F07,Descuentos y reglas por categoría,Recarga del catálogo después del alta,"Al volver de Nuevo Descuento, el listado atraviesa estado vacío y Cargando antes de recuperar la matriz.",VISIBLE,CH16,CH16-E0036 | CH16-E0039,00:50:48.000 | 00:50:49.400,references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0036_00h50m48s000ms_abrupt_change.jpg | references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0039_00h50m49s400ms_stable_change.jpg,VISIBLE,HIGH,#/catalogos/descuentos; npm test,
CH16-F08,Descuentos y reglas por categoría,Acceso al reporte de salud,"Desde Clínica se abre Reporte de salud, que empieza a listar hospitalizaciones con periodo, auditoría, triage y estatus.",VISIBLE,CH16,CH16-E0041 | CH16-E0044,00:50:54.000 | 00:51:07.200,references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/detail_crops/CH16-E0041_00h50m54s000ms_DETAIL.jpg | references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0044_00h51m07s200ms_abrupt_change.jpg,VISIBLE,HIGH,#/catalogos/descuentos; npm test,
CH16-F09,Descuentos y reglas por categoría,Bloqueo de edición clínica tras guardar,"La narración afirma que enfermería no podía volver a editar después de guardar por motivos legales, mientras otro rol sí corregía errores ortográficos; no se muestra el flujo ni la preservación de versiones.",VERBAL,CH16,CH16-E0040,00:50:52.200,references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0040_00h50m52s200ms_settled.jpg,VERBAL,MEDIUM,#/catalogos/descuentos; npm test,
CH17-F01,Reporte de salud detallado e impresión,Listado clínico con triage y auditoría,"Reporte de salud lista hospitalizaciones por periodo con estado de auditoría, triage Estable o Comprometido y estatus activo.",VISIBLE,CH17,CH17-E0001 | CH17-E0003,00:51:10.000 | 00:51:12.400,references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/detail_crops/CH17-E0001_00h51m10s000ms_DETAIL.jpg | references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0003_00h51m12s400ms_abrupt_change.jpg,VISIBLE,HIGH,#/clinica/reportes; #/clinica/evoluciones; npm test,
CH17-F02,Reporte de salud detallado e impresión,Acciones de la hospitalización,"El menú permite abrir Historia clínica, Reporte Claims, Ver visitas, Notas de servicio, Reporte de salud, Auditorías y Registro XPO.",VISIBLE,CH17,CH17-E0005,00:51:14.200,references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/detail_crops/CH17-E0005_00h51m14s200ms_DETAIL.jpg,VISIBLE,HIGH,#/clinica/reportes; #/clinica/evoluciones; npm test,
CH17-F03,Reporte de salud detallado e impresión,Reporte clínico por hospitalización,"El detalle organiza Información Principal, Evaluación Clínica, Atención Médica, Tratamientos y Órdenes, Eventos Clínicos y Evidencia y Documentos.",VISIBLE,CH17,CH17-E0008,00:51:16.600,references/video-audit/chapters/CH17_reporte_de_salud_detallado_e_impresion/event_frames/CH17-E0008_00h51m16s600ms_abrupt_change.jpg,VISIBLE,HIGH,#/clinica/reportes; #/clinica/evoluciones; npm test,
