requirement_id,chapter_id,feature,detailed_behavior,classification,priority,evidence_paths,open_question_ids,route_id,react_route,react_files,component_ids,action_ids,parity_status,functional_status,persistence_status,permissions_status,performance_status,unit_test_ids,playwright_test_ids,selenium_test_ids,visual_test_ids,blocker_type,blocker_ids,blocker_reason,last_verified_sha,functional_fingerprint,notes
"CH14-F15","CH14","Detección de items faltantes","La hoja de seguridad safety_022 muestra el modal Items faltantes disponibles con Bodega y las columnas Acuse, Tipo, Código, Nombre, Disponible, Requerido y Acuse creado; CH14-E0152 sólo conserva la transición oscurecida del formulario.","VISIBLE","P0","references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0152_00h45m27s400ms_abrupt_change.jpg|references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/contact_sheets_safety/safety_022.jpg","CH14-Q005|CH14-Q014","ROUTE-INVENTORY","/inventory","apps/web/src/app/(workspace)/inventory/page.tsx","","","MISSING","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH14-Q005|CH14-Q014","safety_022 muestra únicamente la anatomía factual de faltantes; no hay fuente tenant-scoped, roles, cálculo, cantidad insuficiente, sustitución, compra, notificación, significado de Acuse creado, idempotencia, auditoría o reversión aprobados. La frase sobre cotización es ambigua y no define una relación funcional.","87ff0da40d1feb43102cbf8ca967f887b333e54c","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","CH14-E0152 fue abierto y es sólo la transición oscurecida posterior al formulario. safety_022 a 00:45:28 muestra Items faltantes disponibles, Bodega y las columnas Acuse/Tipo/Código/Nombre/Disponible/Requerido/Acuse creado. React no calcula faltantes ni muestra esa superficie; no se implementa ninguna operación de inventario, compra, notificación o exposición de pacientes."
"CH14-F16","CH14","Vínculo de faltantes con cotización","La transcripción menciona de forma ambigua una opción relacionada con ‘faltar una cotización’; no identifica la entidad, el estado, la autorización ni un comportamiento demostrable.","UNCERTAIN","P1","references/video-audit/chapters/CH14_inventario_movimientos_acuses_cierres_bodegas_y_kits/event_frames/CH14-E0152_00h45m27s400ms_abrupt_change.jpg","CH14-Q014","ROUTE-INVENTORY","/inventory","apps/web/src/app/(workspace)/inventory/page.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH14-Q014","La única mención de ‘faltar una cotización’ es ambigua; CH14-E0152 sólo es la transición oscurecida del formulario. No están definidos significado, entidad, estado, roles, autorización, auditoría, idempotencia, notificación ni efectos de cotización o inventario.","87ff0da40d1feb43102cbf8ca967f887b333e54c","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Precheck: la transcripción 00:45:10.320–00:45:13.320 no prueba un enlace de cotización. React no expone una acción, cambio de estado, notificación ni mutación de inventario para este supuesto vínculo."
"CH15-F01","CH15","Reconciliación de items faltantes","Items faltantes disponibles compara Disponible y Requerido por acuse y bodega, identifica si existe Acuse creado y permite Agregar al acuse.","VISIBLE","P1","references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0003_00h45m29s400ms_abrupt_change.jpg|references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0009_00h45m32s200ms_stable_change.jpg","","ROUTE-CATALOGS","/catalogs","apps/web/src/app/(workspace)/catalogs/page.tsx|apps/web/src/components/providers.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH15-F02","CH15","Solicitudes desde la casa del paciente","El modal permite elegir la bodega de descarga y prevé Tipo, Código, Nombre, Disponibilidad, Cantidad y Faltante para acusar solicitudes domiciliarias.","VISIBLE","P1","references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0013_00h45m35s200ms_abrupt_change.jpg|references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0017_00h45m38s200ms_stable_change.jpg","","ROUTE-CATALOGS","/catalogs","apps/web/src/app/(workspace)/catalogs/page.tsx|apps/web/src/components/providers.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH15-F03","CH15","Alta manual de items en un acuse","Acuse nuevo captura paciente, fecha, hospitalización, bodega, item, disponibilidad y cantidad a asignar, con Vaciar, Plantilla y Añadir.","VISIBLE","P1","references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0020_00h45m45s000ms_abrupt_change.jpg","","ROUTE-CATALOGS","/catalogs","apps/web/src/app/(workspace)/catalogs/page.tsx|apps/web/src/components/providers.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH15-F04","CH15","Carga de acuse desde plantilla o cotización","Añadir plantilla acepta origen Plantilla o Cotización, bodega y referencia; una cotización carga tipo, código, descripción y cantidad de sus items.","VISIBLE","P1","references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/detail_crops/CH15-E0023_00h45m48s400ms_DETAIL.jpg|references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/detail_crops/CH15-E0032_00h45m57s400ms_DETAIL.jpg","","ROUTE-CATALOGS","/catalogs","apps/web/src/app/(workspace)/catalogs/page.tsx|apps/web/src/components/providers.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH15-F05","CH15","Estados seleccionables de cotización","El selector muestra cotizaciones En ejecución y Finalizado; no se demuestra si ambos estados pueden aplicarse ni qué validaciones posteriores existen.","UNCERTAIN","P2","references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/detail_crops/CH15-E0029_00h45m54s400ms_DETAIL.jpg","CH15-Q003","ROUTE-CATALOGS","/catalogs","apps/web/src/app/(workspace)/catalogs/page.tsx|apps/web/src/components/providers.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH15-Q003","CH15-E0029 muestra En ejecución y Finalizado como opciones de origen, pero no define cuáles son seleccionables, las transiciones posteriores, roles, auditoría ni efectos de cotización o acuse.","PENDING_COMMIT","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","No se implementa selector de estado de cotización ni carga de plantilla sin definición aprobada."
"CH15-F06","CH15","Catálogo y alta de medicamentos","Medicamentos lista impuesto, descuento, lotes y estado; el alta incluye identidad farmacéutica, presentación, fabricante, vía y banderas comerciales y logísticas.","VISIBLE","P1","references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0046_00h46m24s600ms_abrupt_change.jpg|references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0047_00h46m28s400ms_abrupt_change.jpg","CH15-Q004","ROUTE-CATALOGS","/catalogs/medications","apps/web/src/app/(workspace)/catalogs/page.tsx|apps/web/src/app/(workspace)/catalogs/medications/page.tsx|apps/web/src/components/providers.tsx","CATALOG-MEDICATIONS-FACTUAL-LIST","CATALOG-MEDICATIONS-SEARCH|CATALOG-MEDICATIONS-EXPORT|CATALOG-MEDICATIONS-CREATE|CATALOG-MEDICATIONS-PAGE-SIZE|CATALOG-MEDICATIONS-PAGE-PREV|CATALOG-MEDICATIONS-PAGE-NEXT","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","NOT_APPLICABLE","","playwright:ch15-medication-catalog|playwright:ch15-medication-catalog-permissions","SEL-CH15-MEDICATION-CATALOG","","CLIENT_DEFINITION","CH15-Q004","CH15-E0046 establece la anatomía del listado y E0047 la del formulario, pero no definen una fuente autorizada, identidad farmacéutica, atributos, roles de escritura, validación, auditoría ni reglas clínicas. React mantiene las filas y las mutaciones ausentes.","e89a734e92c8fddcbe651f4ee6066dd619095df6","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","React implementa solamente una lista vacía factual de Medicamentos en /catalogs/medications: tabla, búsqueda local y paginación visible; Excel, Nuevo y paginación permanecen deshabilitados. Playwright cubre ADMIN, INVENTORY y AUDITOR permitidos y denegación directa de DOCTOR, NURSE y FINANCE. Selenium fuente es específica y PENDING_RUNTIME por falta de Python. Verificado en e89a734."
"CH15-F07","CH15","Advertencia por cambios no guardados","Los formularios de medicamento, insumo y honorario presentan Salir con Cancelar y Aceptar cuando se intenta abandonar cambios.","VISIBLE","P1","references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0052_00h46m35s800ms_abrupt_change.jpg|references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0071_00h47m09s600ms_abrupt_change.jpg|references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0114_00h48m57s200ms_stable_change.jpg","","ROUTE-CATALOGS","/catalogs","apps/web/src/app/(workspace)/catalogs/page.tsx|apps/web/src/components/providers.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH15-F08","CH15","Catálogo y alta de insumos","Insumos lista tipo, impuesto, descuento, lotes y estado; el alta captura tipo, fabricante y descripción con banderas Facturable, Descuento, Impuesto, Lotes y Giftcard.","VISIBLE","P1","references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0067_00h46m48s400ms_stable_change.jpg|references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0068_00h46m51s600ms_abrupt_change.jpg","CH15-Q004","ROUTE-CATALOGS","/catalogs/supplies","apps/web/src/app/(workspace)/catalogs/page.tsx|apps/web/src/app/(workspace)/catalogs/supplies/page.tsx|apps/web/src/components/providers.tsx","CATALOG-SUPPLIES-FACTUAL-LIST","CATALOG-SUPPLIES-SEARCH|CATALOG-SUPPLIES-EXPORT|CATALOG-SUPPLIES-CREATE|CATALOG-SUPPLIES-PAGE-SIZE|CATALOG-SUPPLIES-PAGE-PREV|CATALOG-SUPPLIES-PAGE-NEXT","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","NOT_APPLICABLE","","playwright:ch15-supplies-catalog|playwright:ch15-supplies-catalog-permissions","SEL-CH15-SUPPLIES-CATALOG","","CLIENT_DEFINITION","CH15-Q004","CH15-E0068 muestra campos y banderas de Insumo, pero CH15-Q004 no define fuente, efectos de Facturable/Descuento/Impuesto/Lotes/Giftcard/Transporte en frío, roles de escritura, validación, auditoría ni efectos clínicos. React conserva todas esas operaciones ausentes.","PENDING_COMMIT","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","CH15-E0067 respalda solamente la tabla de Insumos. React muestra una lista factual vacía en /catalogs/supplies, búsqueda local y controles visibles/deshabilitados; no fabrica filas ni habilita fuente, alta, exportación, tipos, fabricante, impuestos, descuentos, lotes, estados o reglas clínicas. Playwright cubre ADMIN, INVENTORY y AUDITOR permitidos y denegación directa de DOCTOR, NURSE y FINANCE. Selenium fuente es específica y PENDING_RUNTIME por falta de Python."
"CH15-F09","CH15","Catálogo de estudios diagnósticos","Estudios Dx presenta código, nombre, descripción, impuesto, descuento y estado, con búsqueda, paginación, Excel y alta.","VISIBLE","P1","references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/detail_crops/CH15-E0084_00h47m20s600ms_DETAIL.jpg","CH15-Q004","ROUTE-CATALOGS","/catalogs/studies","apps/web/src/app/(workspace)/catalogs/page.tsx|apps/web/src/app/(workspace)/catalogs/studies/page.tsx|apps/web/src/components/providers.tsx","CATALOG-STUDIES-FACTUAL-LIST","CATALOG-STUDIES-SEARCH|CATALOG-STUDIES-EXPORT|CATALOG-STUDIES-CREATE|CATALOG-STUDIES-PAGE-SIZE|CATALOG-STUDIES-PAGE-PREV|CATALOG-STUDIES-PAGE-NEXT","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","NOT_APPLICABLE","","playwright:ch15-studies-catalog|playwright:ch15-studies-catalog-permissions","SEL-CH15-STUDIES-CATALOG","","CLIENT_DEFINITION","CH15-Q004","CH15-E0084 muestra la tabla de Estudios Dx, pero CH15-Q004 no define una fuente autorizada, efectos de Impuesto/Descuento, roles de escritura, validación, auditoría, precios ni reglas clínicas. React conserva todas esas operaciones ausentes.","8143d052097aaa1d1cb16cb7d9dd095a2ebb96be","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","CH15-E0084 respalda solamente la tabla de Estudios Dx. React muestra una lista factual vacía en /catalogs/studies, búsqueda local y controles visibles/deshabilitados; no fabrica filas ni habilita fuente, alta, exportación, precios, impuestos, descuentos, estados o reglas clínicas. Playwright cubre ADMIN, INVENTORY y AUDITOR permitidos y denegación directa de DOCTOR, NURSE y FINANCE. Selenium fuente es específica y PENDING_RUNTIME por falta de Python. Verificado en 8143d05."
"CH15-F10","CH15","Catálogo y alta de honorarios","Honorarios lista código, nombre, impuesto, descuento y estado; el alta asocia un Recurso y permite Descuento, Impuesto y Giftcard.","VISIBLE","P1","references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0094_00h47m31s600ms_abrupt_change.jpg|references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0097_00h47m42s000ms_stable_change.jpg","CH15-Q004|CH15-Q006","ROUTE-CATALOGS","/catalogs/fees","apps/web/src/app/(workspace)/catalogs/fees/page.tsx","CATALOG-FEES-FACTUAL-LIST","CATALOG-FEES-SEARCH|CATALOG-FEES-EXPORT|CATALOG-FEES-CREATE|CATALOG-FEES-PAGE-SIZE|CATALOG-FEES-PAGE-PREV|CATALOG-FEES-PAGE-NEXT","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","NOT_APPLICABLE","","playwright:ch15-fees-catalog|playwright:ch15-fees-catalog-permissions","SEL-CH15-FEES-CATALOG","","CLIENT_DEFINITION","CH15-Q004|CH15-Q006","CH15-E0094 muestra la tabla de Honorarios y CH15-E0097 el formulario, pero CH15-Q004/Q006 no definen una fuente autorizada, recurso elegible, precios, efectos de Impuesto/Descuento/Giftcard, roles de escritura, validación, auditoría ni liquidación. React conserva esas operaciones ausentes.","c01635eb06286d41a8bd7985d8c151731d0bec7d","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","React implementa solamente una lista vacía factual de Honorarios en /catalogs/fees: tabla, búsqueda local y paginación visible; Excel, Nuevo y paginación permanecen deshabilitados. Playwright cubre ADMIN, INVENTORY y AUDITOR permitidos y denegación directa de DOCTOR, NURSE y FINANCE. Selenium fuente es específica y PENDING_RUNTIME por falta de Python. Verificado en c01635e."
"CH15-F11","CH15","Confirmación de guardado de honorario","Guardar pasa por Procesando y muestra Honorario médico guardado exitosamente.","VISIBLE","P1","references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0100_00h48m10s400ms_abrupt_change.jpg|references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0101_00h48m11s000ms_abrupt_change.jpg","","ROUTE-CATALOGS","/catalogs","apps/web/src/app/(workspace)/catalogs/page.tsx|apps/web/src/components/providers.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH15-F12","CH15","Acciones y edición de honorarios","Un honorario puede Editar, consultar costos de compra, precios de venta y cuentas, o Inactivar; la edición conserva recurso y banderas.","VISIBLE","P1","references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0110_00h48m27s800ms_abrupt_change.jpg|references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0113_00h48m56s600ms_abrupt_change.jpg","","ROUTE-CATALOGS","/catalogs","apps/web/src/app/(workspace)/catalogs/page.tsx|apps/web/src/components/providers.tsx","","","PARTIAL","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","","","","b1ab00379ec7e5478292449779b08a2ab88a3d63","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Estado inicial desde MASTER_VIDEO_REQUIREMENTS; falta certificación actual independiente."
"CH15-F13","CH15","Catálogo de servicios","Servicios lista código, nombre, tipo de producto, categoría, impuesto, descuento y estado; se observan categorías de atención, transporte, alquiler y terapias.","VISIBLE","P1","references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0122_00h49m05s800ms_abrupt_change.jpg|references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/detail_crops/CH15-E0128_00h49m09s000ms_DETAIL.jpg","CH15-Q004","ROUTE-CATALOGS","/catalogs/services","apps/web/src/app/(workspace)/catalogs/services/page.tsx","CATALOG-SERVICES-FACTUAL-LIST","CATALOG-SERVICES-SEARCH|CATALOG-SERVICES-EXPORT|CATALOG-SERVICES-CREATE|CATALOG-SERVICES-PAGE-SIZE|CATALOG-SERVICES-PAGE-PREV|CATALOG-SERVICES-PAGE-NEXT","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","NOT_APPLICABLE","","playwright:ch15-services-catalog|playwright:ch15-services-catalog-permissions","SEL-CH15-SERVICES-CATALOG","","CLIENT_DEFINITION","CH15-Q004","CH15-E0122 muestra la tabla de Servicios y CH15-E0128 sus columnas, pero CH15-Q004 no define una fuente autorizada, tipos o categorías, precios, efectos de Impuesto/Descuento, roles de escritura, validación, auditoría ni efectos clínicos o financieros. React conserva esas operaciones ausentes.","d9d0c33581418a0ba60e2ea77720124790d3c275","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","React implementa solamente una lista vacía factual de Servicios en /catalogs/services: tabla, búsqueda local y paginación visible; Excel, Nuevo y paginación permanecen deshabilitados. Playwright cubre ADMIN, INVENTORY y AUDITOR permitidos y denegación directa de DOCTOR, NURSE y FINANCE. Selenium fuente es específica y PENDING_RUNTIME por falta de Python. Verificado en d9d0c33."
"CH15-F14","CH15","Matriz de perfiles de descuento","Descuentos distribuye valores por Servicios, Laboratorios, Medicamentos, Equipos, Insumos y Honorarios; el capítulo sólo demuestra el listado inicial.","VISIBLE","P1","references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0144_00h49m33s200ms_abrupt_change.jpg|references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/detail_crops/CH15-E0148_00h49m41s400ms_DETAIL.jpg","CH15-Q004","ROUTE-CATALOGS","/catalogs/discounts","apps/web/src/app/(workspace)/catalogs/discounts/page.tsx","CATALOG-DISCOUNTS-FACTUAL-MATRIX","CATALOG-DISCOUNTS-SEARCH|CATALOG-DISCOUNTS-EXPORT|CATALOG-DISCOUNTS-CREATE|CATALOG-DISCOUNTS-PAGE-SIZE|CATALOG-DISCOUNTS-PAGE-PREV|CATALOG-DISCOUNTS-PAGE-NEXT","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","NOT_APPLICABLE","","playwright:ch15-discounts-catalog|playwright:ch15-discounts-catalog-permissions","SEL-CH15-DISCOUNTS-CATALOG","","CLIENT_DEFINITION","CH15-Q004","CH15-E0144 muestra la matriz de Descuentos y CH15-E0148 una fila de origen, pero CH15-Q004 no define una fuente autorizada, perfiles, categorías, porcentajes, cálculo, efectos sobre precios, roles de escritura, validación, auditoría ni efectos clínicos o financieros. React conserva esas operaciones ausentes.","9919de2d721af24edb9cd2341ea923efecda048d","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","React implementa solamente una matriz vacía factual de Descuentos en /catalogs/discounts: columnas, búsqueda local y paginación visible; Excel, Nuevo y paginación permanecen deshabilitados. Playwright cubre ADMIN, INVENTORY y AUDITOR permitidos y denegación directa de DOCTOR, NURSE y FINANCE. Selenium fuente es específica y PENDING_RUNTIME por falta de Python. Verificado en 9919de2."
"CH15-F15","CH15","Regla de lotes para consumos internos","La conversación plantea que algunos insumos podrían requerir lote al usarse internamente, pero no muestra la decisión ni el flujo de selección.","VERBAL","P2","references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0068_00h46m51s600ms_abrupt_change.jpg","CH15-Q005","ROUTE-CATALOGS","/catalogs","apps/web/src/app/(workspace)/catalogs/page.tsx|apps/web/src/components/providers.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH15-Q005","La conversación sobre Lotes y uso interno no decide cuándo un lote es obligatorio ni define familia, selección, disponibilidad, consumo, reversión, roles o auditoría.","PENDING_COMMIT","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","No se implementa captura ni validación de lote para consumos internos."
"CH15-F16","CH15","Honorario vinculado a profesional","La narración indica que el honorario se crea y se asigna al médico; el formulario demuestra el selector Recurso, no el cálculo o liquidación posterior.","VERBAL","P2","references/video-audit/chapters/CH15_acuse_de_inventario_y_catalogos_de_items/event_frames/CH15-E0097_00h47m42s000ms_stable_change.jpg","CH15-Q006","ROUTE-CATALOGS","/catalogs","apps/web/src/app/(workspace)/catalogs/page.tsx|apps/web/src/components/providers.tsx","","","NOT_TESTABLE","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH15-Q006","El selector Recurso no define profesional elegible, vigencia, moneda, cálculo, liquidación, retenciones, reparto, roles ni auditoría del honorario.","PENDING_COMMIT","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","No se crea ni liquida un honorario vinculado a un profesional."
"CH16-F01","CH16","Matriz de descuentos por familia","Cada perfil contiene Nombre, Descripción y porcentajes independientes para Servicios, Laboratorios, Medicamentos, Equipos, Insumos y Honorarios.","VISIBLE","P1","references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/detail_crops/CH16-E0001_00h49m45s000ms_DETAIL.jpg|references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0018_00h50m18s200ms_abrupt_change.jpg","CH16-Q001|CH16-Q002|CH16-Q003|CH16-Q005","ROUTE-DISCOUNTS","/catalogs/discounts","apps/web/src/app/(workspace)/catalogs/discounts/page.tsx","CATALOG-DISCOUNTS-FACTUAL-MATRIX","CATALOG-DISCOUNTS-SEARCH|CATALOG-DISCOUNTS-EXPORT|CATALOG-DISCOUNTS-CREATE|CATALOG-DISCOUNTS-PAGE-SIZE|CATALOG-DISCOUNTS-PAGE-PREV|CATALOG-DISCOUNTS-PAGE-NEXT","PARTIAL","VERIFIED","NOT_APPLICABLE","VERIFIED","NOT_APPLICABLE","","playwright:ch16-discount-matrix","SEL-CH16-DISCOUNT-MATRIX","","CLIENT_DEFINITION","CH16-Q001|CH16-Q002|CH16-Q003|CH16-Q005","CH16-E0001/E0018 muestran la matriz y sus seis familias, pero CH16-Q001/Q002/Q003/Q005 no definen fuente autorizada, perfiles, categorías, valores, precedencia, cálculo, roles de escritura, validación ni auditoría. React no copia filas ni aplica efectos financieros.","02c901a522e3bc0603c1b3c34501836928acf5ff","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","React reutiliza sólo la matriz factual vacía de /catalogs/discounts: columnas, búsqueda local y controles visibles/deshabilitados. Playwright cubre lectura ADMIN/INVENTORY/AUDITOR y denegación directa de DOCTOR/NURSE/FINANCE; Selenium fuente es específica y PENDING_RUNTIME por falta de Python. Verificado en 02c901a."
"CH16-F02","CH16","Catálogo paginado y exportable","Descuentos ofrece selección de registros, búsqueda, tres páginas, navegación Anterior/Siguiente, acciones por fila y Excel.","VISIBLE","P1","references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0013_00h50m13s800ms_settled.jpg|references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0030_00h50m38s000ms_abrupt_change.jpg","CH16-Q001|CH16-Q005","ROUTE-DISCOUNTS","/catalogs/discounts","apps/web/src/app/(workspace)/catalogs/discounts/page.tsx","","","MISSING","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH16-Q001|CH16-Q005","La evidencia de páginas, acciones por fila y Excel no define fuente autorizada, paginación, exportación, roles ni auditoría. La matriz vacía no implementa estas operaciones.","PENDING_COMMIT","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","Sólo F01 certifica la anatomía factual; no se certifican páginas, filas o exportación."
"CH16-F03","CH16","Perfiles con categorías excluidas","Los ejemplos visibles usan cero en categorías no cubiertas y porcentajes distintos en las incluidas; esos valores son datos de configuración, no reglas universales.","VISIBLE","P1","references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/detail_crops/CH16-E0003_00h49m58s000ms_DETAIL.jpg|references/video-audit/chapters/CH16_descuentos_y_reglas_por_categoria/event_frames/CH16-E0024_00h50m25s800ms_abrupt_change.jpg","CH16-Q001|CH16-Q002|CH16-Q003","ROUTE-DISCOUNTS","/catalogs/discounts","apps/web/src/app/(workspace)/catalogs/discounts/page.tsx","","","MISSING","UNVERIFIED","UNVERIFIED","UNVERIFIED","UNVERIFIED","","","","","CLIENT_DEFINITION","CH16-Q001|CH16-Q002|CH16-Q003","Los ceros y porcentajes visibles son datos de configuración; fuente, precedencia, precisión, cálculo y efectos no están definidos.","PENDING_COMMIT","ed4afce3ee133ada69ffcb83f1a9e477d34103cd848e33aaa5a13637d5d53e68","React no fabrica perfiles, categorías excluidas o porcentajes."
